dataset	sample	score	ontology	similarity	pca	Celltype..Original.	Consortia	Library	CellType..Condensed.
Ranks	E_624WYQ_702NUN	-0.288557435661416	Cosine	Pearson	Original	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Ranks	R_ENCBS507RPJ	-0.0474955970740379	Cosine	Pearson	Original	Pancreas	Roadmap	Single	Pancreas
Ranks	E_174MRL_767MGS	0.0395034725804032	Cosine	Pearson	Original	Transverse Colon	ENCODE	Paired	Transverse Colon
Ranks	E_197JOA_315DHM	0.00169494206330509	Cosine	Pearson	Original	Testis	ENCODE	Paired	Testis
Ranks	R_ENCBS588ZWT	-0.160819686876736	Cosine	Pearson	Original	Large Intestine	Roadmap	Single	Intestine
Ranks	B_S00BYT11	0.4830175650938	Cosine	Pearson	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	B_C0066P12	0.536141345535144	Cosine	Pearson	Original	Cd8-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Ranks	R_ENCBS336CDQ	-0.0401354160075638	Cosine	Pearson	Original	Skin Fibroblast	Roadmap	Single	Fibroblast
Ranks	E_279OPH_711CPB	-0.334567476893697	Cosine	Pearson	Original	Ovary	ENCODE	Paired	Ovary
Ranks	E_423TBO_548ULT	0.146059945693197	Cosine	Pearson	Original	Adrenal Gland	ENCODE	Paired	Intestine
Ranks	E_869RCC_231OMQ	-0.134918237920941	Cosine	Pearson	Original	Lhcn-M2	ENCODE	Single	Lhcn-M2
Ranks	R_ENCBS948PMG	-0.322083428129944	Cosine	Pearson	Original	Thymus	Roadmap	Single	Thymus
Ranks	E_074ENC_911DVL_753AAA_754AAA	-0.0797320980050342	Cosine	Pearson	Original	Foreskin Fibroblast	ENCODE	Single	Fibroblast
Ranks	R_ENCBS099OIO	0.0964025472945924	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS615YKY	-0.133674269785106	Cosine	Pearson	Original	Small Intestine	Roadmap	Single	Intestine
Ranks	E_409AIP_174MRL	0.0584069977207986	Cosine	Pearson	Original	Transverse Colon	ENCODE	Paired	Transverse Colon
Ranks	E_111ENC_780AAA_716AAA_051SJH_731AAA_734AAA_733AAA_732AAA	-0.332618982920539	Cosine	Pearson	Original	H1-Hesc	ENCODE	Single	H1-Hesc
Ranks	B_S00BXV11	0.487565227640849	Cosine	Pearson	Original	Macrophage	Blueprint	Single	Macrophage
Ranks	E_477CHZ_628ENC_626ENC	0.427054730709203	Cosine	Pearson	Original	Cd14-Positive Monocyte	ENCODE	Single	Monocyte
Ranks	R_ENCBS345TTL	0.102189228535824	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	E_077RUJ	0.146978510786689	Cosine	Pearson	Original	Hepatocyte	ENCODE	Paired	Hepatocyte
Ranks	B_S005EJ11	0.552415817301105	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS645JEU	-0.332931087496972	Cosine	Pearson	Original	Ovary	Roadmap	Single	Ovary
Ranks	R_ENCBS054WKY	0.0985155702661268	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	B_S00XWJ11	0.465668936237238	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_C005PS12	0.458698593971204	Cosine	Pearson	Original	Cd14-Positive, Cd16-Negative Classical Monocyte	Blueprint	Paired	Monocyte
Ranks	R_ENCBS917VNB	0.407733556473464	Cosine	Pearson	Original	Right Lung	Roadmap	Single	Lung
Ranks	B_S00D0F11	0.518700087412434	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS026RJE	0.0160577783911841	Cosine	Pearson	Original	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Ranks	R_ENCBS620YJZ	0.0316509803743859	Cosine	Pearson	Original	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Ranks	B_C0011IB1	0.449668540583232	Cosine	Pearson	Original	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Ranks	R_ENCBS914JTX	-0.041784704887564	Cosine	Pearson	Original	Pancreas	Roadmap	Single	Pancreas
Ranks	B_S00CYP11	0.554433056275344	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS180EDA	-0.022377512155533	Cosine	Pearson	Original	Skin Fibroblast	Roadmap	Single	Fibroblast
Ranks	B_S008H111	0.54420905331847	Cosine	Pearson	Original	Cd4-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Ranks	R_ENCBS448HVV	0.0278459376763004	Cosine	Pearson	Original	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Ranks	R_ENCBS143LJK	0.472927145418147	Cosine	Pearson	Original	Left Lung	Roadmap	Single	Lung
Ranks	B_S00CWT11	0.560831671039572	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_S00B0N11	0.437151881349576	Cosine	Pearson	Original	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Ranks	R_ENCBS992XAC	0.0912467214232888	Cosine	Pearson	Original	Muscle Of Trunk	Roadmap	Single	Muscle Of Trunk
Ranks	R_ENCBS180RZG	0.0864228263636055	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	R_ENCBS143XQJ	0.0901687247348932	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS529UES	-0.14047916984188	Cosine	Pearson	Original	Small Intestine	Roadmap	Single	Intestine
Ranks	B_S005FH11	0.552876064168028	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS785KTZ	-0.00895461685037176	Cosine	Pearson	Original	Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS434EOI	0.00162788569767521	Cosine	Pearson	Original	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS291NHF	-0.192598744690426	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS172XKB	-0.255285682458267	Cosine	Pearson	Original	Heart	Roadmap	Single	Heart
Ranks	B_S00HTF11	0.487296179404705	Cosine	Pearson	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS599HUG	-0.234336151064334	Cosine	Pearson	Original	Spleen	Roadmap	Single	Spleen
Ranks	X4102	0.31899492637599	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4125	0.376687041807254	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	R_ENCBS421OZO	0.468422679872698	Cosine	Pearson	Original	Right Lung	Roadmap	Single	Lung
Ranks	B_S00Y1311	0.466999853090572	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_S00CS011	0.491467049861784	Cosine	Pearson	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	R_ENCBS246MHN	-0.157275727842038	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS699KFK	-0.0796589729621512	Cosine	Pearson	Original	Large Intestine	Roadmap	Single	Intestine
Ranks	E_234AAA	-0.13806846060411	Cosine	Pearson	Original	Lhcn-M2	ENCODE	Single	Lhcn-M2
Ranks	B_S013SS11	0.548954935244962	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS674SNK	0.0273334090117301	Cosine	Pearson	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	B_S00CTZ11	0.502489931184741	Cosine	Pearson	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS867ILV	-0.104435516820386	Cosine	Pearson	Original	Large Intestine	Roadmap	Single	Intestine
Ranks	B_S00Y6U11	0.501850941623899	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS796DWQ	-0.337443592257859	Cosine	Pearson	Original	Testis	Roadmap	Single	Testis
Ranks	R_ENCBS341OKA	-0.347592538268543	Cosine	Pearson	Original	Ovary	Roadmap	Single	Ovary
Ranks	X4116	0.332413449812923	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	B_S00D5511	0.546081973408542	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS263ZZU	0.00926973167937852	Cosine	Pearson	Original	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS159PIU	-0.168340859392766	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	X4111	0.323360445905061	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	E_852WTL_483ENC	0.444004948056038	Cosine	Pearson	Original	B Cell	ENCODE	Single	B Cell
Ranks	B_S00HSH11	0.484861666545705	Cosine	Pearson	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	R_ENCBS376PWL	0.0220748524581075	Cosine	Pearson	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	R_ENCBS262QPN	-0.00649161458017075	Cosine	Pearson	Original	Renal Pelvis	Roadmap	Single	Kidney
Ranks	E_328AAA	-0.0687229627549793	Cosine	Pearson	Original	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Ranks	R_ENCBS478OZL	-0.00554564733657143	Cosine	Pearson	Original	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS993PWO	0.464057129528	Cosine	Pearson	Original	Right Lung	Roadmap	Single	Lung
Ranks	B_S00B2J11	0.423231224203078	Cosine	Pearson	Original	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Ranks	R_ENCBS384LIR	0.0991526532310191	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS023IXF	0.0491643712085924	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	B_S00HRJ11	0.480898187437321	Cosine	Pearson	Original	Macrophage	Blueprint	Single	Macrophage
Ranks	E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	-0.245903309061012	Cosine	Pearson	Original	Keratinocyte	ENCODE	Single	Keratinocyte
Ranks	R_ENCBS117CVU	0.468608938370566	Cosine	Pearson	Original	Left Lung	Roadmap	Single	Lung
Ranks	R_ENCBS078XUR	0.467330669348403	Cosine	Pearson	Original	Left Lung	Roadmap	Single	Lung
Ranks	B_S004BT12	0.570193059829855	Cosine	Pearson	Original	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Ranks	B_S00CR211	0.494945370229529	Cosine	Pearson	Original	Macrophage	Blueprint	Single	Macrophage
Ranks	B_S00Y4Y11	0.522479841452155	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS136SDO	0.0930851074568784	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS623YHX	-0.0960285103926052	Cosine	Pearson	Original	Small Intestine	Roadmap	Single	Intestine
Ranks	B_S0022I12	0.529811405887086	Cosine	Pearson	Original	Macrophage	Blueprint	Paired	Macrophage
Ranks	R_ENCBS133LAN	-0.0759884662257746	Cosine	Pearson	Original	Small Intestine	Roadmap	Single	Intestine
Ranks	B_S0022I14	0.525915811634581	Cosine	Pearson	Original	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Ranks	E_524RBS_291PVB	-0.357336951574235	Cosine	Pearson	Original	Prostate Gland	ENCODE	Paired	Prostate Gland
Ranks	B_S002S312	0.556369054797184	Cosine	Pearson	Original	Erythroblast	Blueprint	Paired	Erythroblast
Ranks	X4101	0.323248349825855	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	E_018TPT	-0.135237757276433	Cosine	Pearson	Original	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Ranks	B_S00JS911	0.484410761631427	Cosine	Pearson	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS383OVQ	-0.153660702610339	Cosine	Pearson	Original	Large Intestine	Roadmap	Single	Intestine
Ranks	X4105	0.328011810436107	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4104	0.314595778023157	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4107	0.292543988219389	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4109	0.346513891065024	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4108	0.303386170102575	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	E_921WWM_472LWI	0.128418613008292	Cosine	Pearson	Original	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
Ranks	R_ENCBS636QOC	0.0187044938522092	Cosine	Pearson	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	R_ENCBS261IIB	0.0846834590899551	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	R_ENCBS445IVN	-0.117005506262013	Cosine	Pearson	Original	Large Intestine	Roadmap	Single	Intestine
Ranks	R_ENCBS890NFL	-0.0284176282158818	Cosine	Pearson	Original	Skin Fibroblast	Roadmap	Single	Fibroblast
Ranks	R_ENCBS441WEO	-0.0870049735364484	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	B_S00DFM11	0.29405908646704	Cosine	Pearson	Original	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Ranks	E_658GLE_376ASB	-0.187397197780045	Cosine	Pearson	Original	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Ranks	E_367AAA	0.054328038444449	Cosine	Pearson	Original	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Ranks	R_ENCBS825MQT	0.0880258093075281	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS105LQM	0.0979339128964206	Cosine	Pearson	Original	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
Ranks	B_S00CXR11	0.564587136002419	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS198CXJ	-0.348922934694479	Cosine	Pearson	Original	Thymus	Roadmap	Single	Thymus
Ranks	R_ENCBS988KQJ	0.103372471579123	Cosine	Pearson	Original	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
Ranks	R_ENCBS467PJB	0.470261593202827	Cosine	Pearson	Original	Right Lung	Roadmap	Single	Lung
Ranks	R_ENCBS947JRD	0.096377014155237	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS935VKR	-0.00981028439000671	Cosine	Pearson	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Ranks	E_371OZD_227VDO	0.102734188324151	Cosine	Pearson	Original	Adrenal Gland	ENCODE	Paired	Intestine
Ranks	B_S00D6311	0.583048080020447	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS200XAZ	0.177045170253673	Cosine	Pearson	Original	Adrenal Gland	Roadmap	Single	Kidney
Ranks	R_ENCBS034SKE	0.00551139572472287	Cosine	Pearson	Original	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS373RUA	-0.125586943339442	Cosine	Pearson	Original	Spinal Cord	Roadmap	Single	Spinal Cord
Ranks	R_ENCBS055ULH	-0.00564840217211711	Cosine	Pearson	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Ranks	B_S013N111	0.552190364843966	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS716QQK	-0.119210428532149	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS754ANY	-0.00577295348793005	Cosine	Pearson	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS599YIE	0.0888076649989847	Cosine	Pearson	Original	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
Ranks	B_S00XXH11	0.538098340679067	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS818WCN	0.0301426639398911	Cosine	Pearson	Original	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	R_ENCBS997WGU	-0.0942269199598388	Cosine	Pearson	Original	Large Intestine	Roadmap	Single	Intestine
Ranks	R_ENCBS660CJK	0.195207848864995	Cosine	Pearson	Original	Adrenal Gland	Roadmap	Single	Kidney
Ranks	R_ENCBS100DZU	0.0308793849729247	Cosine	Pearson	Original	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	E_020UWI_887WTT	-0.207354391523874	Cosine	Pearson	Original	Uterus	ENCODE	Paired	Uterus
Ranks	R_ENCBS859ASH	0.472455581261335	Cosine	Pearson	Original	Left Lung	Roadmap	Single	Lung
Ranks	B_C006NSB1	0.512038635295244	Cosine	Pearson	Original	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Ranks	R_ENCBS878MRX	-0.171126778992778	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS300UPT	-0.14078636780051	Cosine	Pearson	Original	Spinal Cord	Roadmap	Single	Spinal Cord
Ranks	E_665DRD	-0.0769614455406699	Cosine	Pearson	Original	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Ranks	B_S001MJ12	0.51573059206536	Cosine	Pearson	Original	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Ranks	B_S00Y0511	0.521019382855492	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	E_112ENC_124GGK_774AAA_719AAA_743IPG	-0.37158414670177	Cosine	Pearson	Original	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
Ranks	B_S001S714	0.509705032610045	Cosine	Pearson	Original	Macrophage	Blueprint	Paired	Macrophage
Ranks	B_S013RU11	0.511902882668733	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS174IGM	0.100966751644246	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS516CJQ	0.0877013516098654	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	E_374AAA	-0.137143241793093	Cosine	Pearson	Original	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Ranks	R_ENCBS407ALA	-0.248525123479686	Cosine	Pearson	Original	Heart	Roadmap	Single	Heart
Ranks	E_485ENC	0.506256151541938	Cosine	Pearson	Original	Hematopoietic Multipotent Progenitor Cell	ENCODE	Single	Hematopoietic Multipotent Progenitor Cell
Ranks	R_ENCBS011TVS	0.0958974893429524	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS281CNH	0.0370926273622535	Cosine	Pearson	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	E_297CQV_291AAA_624XJG	-0.155259123176489	Cosine	Pearson	Original	H7-Hesc	ENCODE	Single	H7-Hesc
Ranks	B_S013M311	0.533269173959014	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	E_340AAA_936GPP_612ENC_613ENC	0.162166204293614	Cosine	Pearson	Original	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Ranks	B_S00D4711	0.524536939424341	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_S00XVL11	0.531786917472849	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	E_767POE_974EYF	0.163768897102347	Cosine	Pearson	Original	Transverse Colon	ENCODE	Paired	Transverse Colon
Ranks	R_ENCBS855RFN	-0.00495776512593432	Cosine	Pearson	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS226ZND	0.0171613030492868	Cosine	Pearson	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS578HBL	-0.0731607796503323	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	E_044KWE	-0.0349961016337004	Cosine	Pearson	Original	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Ranks	E_004ENC_008ENC	0.196155794866677	Cosine	Pearson	Original	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Ranks	R_ENCBS517FUR	0.0781195739971251	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS145EYH	-0.00481889040880289	Cosine	Pearson	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS257BTU	-0.00218463007935908	Cosine	Pearson	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS008QPC	0.129301685974291	Cosine	Pearson	Original	Psoas Muscle	Roadmap	Single	Psoas Muscle
Ranks	B_S013QW11	0.549929612304142	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS090AGL	0.068682899347063	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	R_ENCBS610XAP	0.00370291061911889	Cosine	Pearson	Original	Left Kidney	Roadmap	Single	Kidney
Ranks	B_S00D3911	0.566770661733719	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	E_369AAA	-0.128565988057093	Cosine	Pearson	Original	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Ranks	R_ENCBS220QDW	-0.136167197169408	Cosine	Pearson	Original	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS136EGD	0.106349884731763	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS054CPR	-0.304421248953446	Cosine	Pearson	Original	Thymus	Roadmap	Single	Thymus
Ranks	R_ENCBS516MKG	0.463404290378279	Cosine	Pearson	Original	Left Lung	Roadmap	Single	Lung
Ranks	B_C001UYB4	0.448861393857902	Cosine	Pearson	Original	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Ranks	E_021ENC	-0.248143101505001	Cosine	Pearson	Original	Astrocyte	ENCODE	Single	Astrocyte
Ranks	E_942WBM_724UYV	0.110653776320042	Cosine	Pearson	Original	Adrenal Gland	ENCODE	Paired	Intestine
Ranks	E_526EMC	-0.214614392182949	Cosine	Pearson	Original	Myotube	ENCODE	Single	Myotube
Ranks	B_S00JRB11	0.485917307194466	Cosine	Pearson	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	R_ENCBS405WVO	0.0884969048074411	Cosine	Pearson	Original	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
Ranks	R_ENCBS142XDW	0.00150831643449478	Cosine	Pearson	Original	Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS183TBX	0.03341275873656	Cosine	Pearson	Original	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	R_ENCBS574MIZ	0.468319272144784	Cosine	Pearson	Original	Left Lung	Roadmap	Single	Lung
Ranks	B_S00XYF11	0.550403560701609	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	X4103	0.312622887029135	Cosine	Pearson	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	B_S00JQD11	0.488306978680775	Cosine	Pearson	Original	Macrophage	Blueprint	Single	Macrophage
Ranks	B_S002R512	0.530204973588255	Cosine	Pearson	Original	Erythroblast	Blueprint	Paired	Erythroblast
Ranks	E_0052WQU	-0.247009336766252	Cosine	Pearson	Original	Astrocyte	ENCODE	Single	Astrocyte
Ranks	R_ENCBS827OFK	-0.00850187281739171	Cosine	Pearson	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS892WJE	0.0807351638823135	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	B_S00C0J11	0.495914442117123	Cosine	Pearson	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS479AOA	0.0989135135843733	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS645HGQ	0.0999560129814698	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	B_S00D1D11	0.472795600510846	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_C005VG11	0.523442685371319	Cosine	Pearson	Original	Macrophage	Blueprint	Paired	Macrophage
SVA	R_ENCBS984JKS	0.0188143297757905	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
SVA	R_ENCBS122USS	0.528749258006818	Cosine	Pearson	Original	Right Lung	Roadmap	Single	Lung
SVA	R_ENCBS020XIW	0.0138596030473031	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
SVA	R_ENCBS897YOR	0.0157600714107519	Cosine	Pearson	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
SVA	R_ENCBS484BGT	-0.0496620431509052	Cosine	Pearson	Original	Thymus	Roadmap	Single	Thymus
SVA	E_293AAA	-0.0348149259560044	Cosine	Pearson	Original	H7-Hesc	ENCODE	Single	H7-Hesc
SVA	E_372AAA	-0.124356373405089	Cosine	Pearson	Original	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
SVA	B_S00XUN11	0.507785431455742	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
SVA	B_C0010KB1	0.523159010361529	Cosine	Pearson	Original	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
SVA	R_ENCBS119WRO	0.358439241561782	Cosine	Pearson	Original	Adrenal Gland	Roadmap	Single	Kidney
SVA	E_310EYM_210YNQ	-0.0576838286474906	Cosine	Pearson	Original	Uterus	ENCODE	Paired	Uterus
SVA	R_ENCBS611ZBY	0.0181272137503626	Cosine	Pearson	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
SVA	R_ENCBS586CPQ	0.013139942652485	Cosine	Pearson	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
SVA	E_236AFP_140MNV	-0.416440220405527	Cosine	Pearson	Original	Myotube	ENCODE	Single	Myotube
SVA	B_S013PY11	0.540992476286153	Cosine	Pearson	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
SVA	E_624WYQ_702NUN	-0.0921177909380975	Cosine	Pearson	Original	Thyroid Gland	ENCODE	Paired	Thyroid Gland
