names	tissues	correlation	ontology	similarity.measure	expr.distance	status
6567	SRR1336863_Colon_Sigmoid	colon	0.420886892563119	Cosine	Pearson	Euclid	log2
6568	SRR1336964_Colon_Sigmoid	colon	0.460679774825253	Cosine	Pearson	Euclid	log2
6569	SRR1336988_Colon_Transverse	colon	0.45318824932149	Cosine	Pearson	Euclid	log2
6570	SRR1337137_Thyroid	thyroid	0.857370486588283	Cosine	Pearson	Euclid	log2
6571	SRR1337364_Thyroid	thyroid	0.916130378083848	Cosine	Pearson	Euclid	log2
6572	SRR1337495_Colon_Sigmoid	colon	0.443851698279667	Cosine	Pearson	Euclid	log2
6573	SRR1337516_Colon_Sigmoid	colon	0.446444560394587	Cosine	Pearson	Euclid	log2
6574	SRR1337816_Colon_Transverse	colon	0.455590440989651	Cosine	Pearson	Euclid	log2
6575	SRR1338079_Prostate	prostate	0.5866985829956	Cosine	Pearson	Euclid	log2
6576	SRR1338103_Liver	liver	0.959379700488175	Cosine	Pearson	Euclid	log2
6577	SRR1338257_Liver	liver	0.960712014449389	Cosine	Pearson	Euclid	log2
6578	SRR1338280_Colon_Transverse	colon	0.373695947563274	Cosine	Pearson	Euclid	log2
6579	SRR1338489_Colon_Sigmoid	colon	0.428242131398741	Cosine	Pearson	Euclid	log2
6580	SRR1338603_Colon_Transverse	colon	0.467159095605253	Cosine	Pearson	Euclid	log2
6581	SRR1338901_Thyroid	thyroid	0.924893352289075	Cosine	Pearson	Euclid	log2
6582	SRR1339065_Colon_Sigmoid	colon	0.442952863679207	Cosine	Pearson	Euclid	log2
6583	SRR1339366_Thyroid	thyroid	0.903876498022779	Cosine	Pearson	Euclid	log2
6584	SRR1339413_Thyroid	thyroid	0.933073431973217	Cosine	Pearson	Euclid	log2
6585	SRR1339508_Thyroid	thyroid	0.894690760697319	Cosine	Pearson	Euclid	log2
6586	SRR1339573_Liver	liver	0.946938127810503	Cosine	Pearson	Euclid	log2
6587	SRR1339675_Thyroid	thyroid	0.891847101313672	Cosine	Pearson	Euclid	log2
6588	SRR1340325_Liver	liver	0.956240341240552	Cosine	Pearson	Euclid	log2
6589	SRR1340345_Prostate	prostate	0.511763125087875	Cosine	Pearson	Euclid	log2
6590	SRR1340531_Colon_Transverse	colon	0.367472890439834	Cosine	Pearson	Euclid	log2
6591	SRR1340662_Kidney_Cortex	kidney	0.333479840139941	Cosine	Pearson	Euclid	log2
6592	SRR1340680_Colon_Transverse	colon	0.437407582586293	Cosine	Pearson	Euclid	log2
6593	SRR1340721_Prostate	prostate	0.512350050216242	Cosine	Pearson	Euclid	log2
6594	SRR1340924_Thyroid	thyroid	0.922186631186606	Cosine	Pearson	Euclid	log2
6595	SRR1340943_Prostate	prostate	0.530453693136554	Cosine	Pearson	Euclid	log2
6596	SRR1340966_Colon_Sigmoid	colon	0.440561915306109	Cosine	Pearson	Euclid	log2
6597	SRR1341034_Thyroid	thyroid	0.900863907641035	Cosine	Pearson	Euclid	log2
6598	SRR1341209_Colon_Transverse	colon	0.563177122074689	Cosine	Pearson	Euclid	log2
6599	SRR1341256_Thyroid	thyroid	0.914946588450529	Cosine	Pearson	Euclid	log2
6600	SRR1341721_Colon_Transverse	colon	0.38043125806342	Cosine	Pearson	Euclid	log2
6601	SRR1341877_Liver	liver	0.961833735015314	Cosine	Pearson	Euclid	log2
6602	SRR1341945_Colon_Sigmoid	colon	0.459444738832078	Cosine	Pearson	Euclid	log2
6603	SRR1342088_Thyroid	thyroid	0.917098435849874	Cosine	Pearson	Euclid	log2
6604	SRR1342806_Colon_Transverse	colon	0.38711016593993	Cosine	Pearson	Euclid	log2
6605	SRR1342938_Thyroid	thyroid	0.919333938062332	Cosine	Pearson	Euclid	log2
6606	SRR1342960_Colon_Transverse	colon	0.37826315530839	Cosine	Pearson	Euclid	log2
6607	SRR1343072_Colon_Transverse	colon	0.456512929135623	Cosine	Pearson	Euclid	log2
6608	SRR1343414_Colon_Sigmoid	colon	0.447364830100258	Cosine	Pearson	Euclid	log2
6609	SRR1343433_Thyroid	thyroid	0.9101303962676	Cosine	Pearson	Euclid	log2
6610	SRR1343546_Colon_Sigmoid	colon	0.430766992459591	Cosine	Pearson	Euclid	log2
6611	SRR1343698_Colon_Transverse	colon	0.47857155721436	Cosine	Pearson	Euclid	log2
6612	SRR1344100_Thyroid	thyroid	0.903197614437537	Cosine	Pearson	Euclid	log2
6613	SRR1344122_Colon_Sigmoid	colon	0.41467264973405	Cosine	Pearson	Euclid	log2
6614	SRR1344294_Prostate	prostate	0.196814004767083	Cosine	Pearson	Euclid	log2
6615	SRR1344445_Liver	liver	0.951458184437851	Cosine	Pearson	Euclid	log2
6616	SRR1345244_Liver	liver	0.952603241604633	Cosine	Pearson	Euclid	log2
6617	SRR1345669_Thyroid	thyroid	0.923868128715663	Cosine	Pearson	Euclid	log2
6618	SRR1346734_Liver	liver	0.913115122530367	Cosine	Pearson	Euclid	log2
6619	SRR1346978_Thyroid	thyroid	0.916482400196595	Cosine	Pearson	Euclid	log2
6620	SRR1347343_Prostate	prostate	0.561582751774471	Cosine	Pearson	Euclid	log2
6621	SRR1347916_Colon_Sigmoid	colon	0.419721715372073	Cosine	Pearson	Euclid	log2
6622	SRR1348094_Colon_Sigmoid	colon	0.529232420469458	Cosine	Pearson	Euclid	log2
6623	SRR1348270_Thyroid	thyroid	0.91382329640372	Cosine	Pearson	Euclid	log2
6624	SRR1348318_Thyroid	thyroid	0.90544775336597	Cosine	Pearson	Euclid	log2
6625	SRR1348507_Colon_Sigmoid	colon	0.482471710492769	Cosine	Pearson	Euclid	log2
6626	SRR1348531_Prostate	prostate	0.583319146382862	Cosine	Pearson	Euclid	log2
6627	SRR1348792_Colon_Sigmoid	colon	0.515944662745645	Cosine	Pearson	Euclid	log2
6628	SRR1349144_Thyroid	thyroid	0.932566331423888	Cosine	Pearson	Euclid	log2
6629	SRR1349190_Colon_Transverse	colon	0.371491303800288	Cosine	Pearson	Euclid	log2
6630	SRR1349320_Liver	liver	0.942746607630349	Cosine	Pearson	Euclid	log2
6631	SRR1349409_Liver	liver	0.961400734978324	Cosine	Pearson	Euclid	log2
6632	SRR1349456_Liver	liver	0.95371602625171	Cosine	Pearson	Euclid	log2
6633	SRR1349479_Liver	liver	0.937889895538785	Cosine	Pearson	Euclid	log2
6634	SRR1349497_Thyroid	thyroid	0.922297522931861	Cosine	Pearson	Euclid	log2
6635	SRR1349518_Thyroid	thyroid	0.907651445824962	Cosine	Pearson	Euclid	log2
6636	SRR1349540_Thyroid	thyroid	0.917294907262497	Cosine	Pearson	Euclid	log2
6637	SRR1349562_Liver	liver	0.965157919198251	Cosine	Pearson	Euclid	log2
6638	SRR1349809_Prostate	prostate	0.352612727931881	Cosine	Pearson	Euclid	log2
6639	SRR1350002_Liver	liver	0.951156644600337	Cosine	Pearson	Euclid	log2
6640	SRR1350239_Liver	liver	0.960843585623002	Cosine	Pearson	Euclid	log2
6641	SRR1350263_Thyroid	thyroid	0.916528521265409	Cosine	Pearson	Euclid	log2
6642	SRR1350479_Colon_Sigmoid	colon	0.392408594239042	Cosine	Pearson	Euclid	log2
6643	SRR1350566_Thyroid	thyroid	0.915052618040531	Cosine	Pearson	Euclid	log2
6644	SRR1350588_Thyroid	thyroid	0.908045441819821	Cosine	Pearson	Euclid	log2
6645	SRR1350936_Thyroid	thyroid	0.925879765477039	Cosine	Pearson	Euclid	log2
6646	SRR1350979_Prostate	prostate	0.594494068723596	Cosine	Pearson	Euclid	log2
6647	SRR1351257_Thyroid	thyroid	0.918743363458595	Cosine	Pearson	Euclid	log2
6648	SRR1351624_Thyroid	thyroid	0.927075801971966	Cosine	Pearson	Euclid	log2
6649	SRR1351955_Colon_Sigmoid	colon	0.454018507001483	Cosine	Pearson	Euclid	log2
6650	SRR1352001_Thyroid	thyroid	0.924325160758793	Cosine	Pearson	Euclid	log2
6651	SRR1352322_Colon_Transverse	colon	0.443482494525985	Cosine	Pearson	Euclid	log2
6652	SRR1352507_Liver	liver	0.960052750491351	Cosine	Pearson	Euclid	log2
6653	SRR1352575_Thyroid	thyroid	0.930661001951716	Cosine	Pearson	Euclid	log2
6654	SRR1353118_Colon_Transverse	colon	0.34391237491187	Cosine	Pearson	Euclid	log2
6655	SRR1353332_Colon_Sigmoid	colon	0.498426725556068	Cosine	Pearson	Euclid	log2
6656	SRR1353376_Liver	liver	0.957581070437752	Cosine	Pearson	Euclid	log2
6657	SRR1353418_Prostate	prostate	0.574271294859354	Cosine	Pearson	Euclid	log2
6658	SRR1353577_Colon_Sigmoid	colon	0.442129016167479	Cosine	Pearson	Euclid	log2
6659	SRR1353878_Liver	liver	0.957979278807711	Cosine	Pearson	Euclid	log2
6660	SRR1353948_Colon_Transverse	colon	0.355333128130758	Cosine	Pearson	Euclid	log2
6661	SRR1354035_Colon_Transverse	colon	0.39003357456226	Cosine	Pearson	Euclid	log2
6662	SRR1354053_Liver	liver	0.941236390333386	Cosine	Pearson	Euclid	log2
6663	SRR1354225_Thyroid	thyroid	0.870300570632732	Cosine	Pearson	Euclid	log2
6664	SRR1356120_Thyroid	thyroid	0.921880051422626	Cosine	Pearson	Euclid	log2
6665	SRR1356308_Thyroid	thyroid	0.921590427520056	Cosine	Pearson	Euclid	log2
6666	SRR1356509_Colon_Sigmoid	colon	0.427625086488566	Cosine	Pearson	Euclid	log2
6667	SRR1356643_Colon_Transverse	colon	0.483232678087193	Cosine	Pearson	Euclid	log2
6668	SRR1356976_Colon_Sigmoid	colon	0.434928593202926	Cosine	Pearson	Euclid	log2
6669	SRR1356997_Colon_Transverse	colon	0.475923812968165	Cosine	Pearson	Euclid	log2
6670	SRR1357344_Thyroid	thyroid	0.936698429669202	Cosine	Pearson	Euclid	log2
6671	SRR1357389_Liver	liver	0.948853484289078	Cosine	Pearson	Euclid	log2
6672	SRR1357456_Colon_Transverse	colon	0.4571004695719	Cosine	Pearson	Euclid	log2
6673	SRR1357692_Colon_Transverse	colon	0.453773674143241	Cosine	Pearson	Euclid	log2
6674	SRR1358143_Liver	liver	0.95125062988882	Cosine	Pearson	Euclid	log2
6675	SRR1358459_Thyroid	thyroid	0.922643051592488	Cosine	Pearson	Euclid	log2
6676	SRR1358624_Colon_Sigmoid	colon	0.429492526912243	Cosine	Pearson	Euclid	log2
6677	SRR1359045_Thyroid	thyroid	0.901380851438326	Cosine	Pearson	Euclid	log2
6678	SRR1359509_Colon_Sigmoid	colon	0.489520313820147	Cosine	Pearson	Euclid	log2
6679	SRR1359529_Thyroid	thyroid	0.922149076673544	Cosine	Pearson	Euclid	log2
6680	SRR1360056_Prostate	prostate	0.607425348480211	Cosine	Pearson	Euclid	log2
6681	SRR1360194_Colon_Sigmoid	colon	0.442674455624317	Cosine	Pearson	Euclid	log2
6682	SRR1360258_Colon_Sigmoid	colon	0.449839127555676	Cosine	Pearson	Euclid	log2
6683	SRR1360523_Thyroid	thyroid	0.91882437261753	Cosine	Pearson	Euclid	log2
6684	SRR1361050_Thyroid	thyroid	0.9232431943725	Cosine	Pearson	Euclid	log2
6685	SRR1361072_Liver	liver	0.966489489932288	Cosine	Pearson	Euclid	log2
6686	SRR1361777_Colon_Sigmoid	colon	0.485905021249847	Cosine	Pearson	Euclid	log2
6687	SRR1361814_Colon_Sigmoid	colon	0.43722617159466	Cosine	Pearson	Euclid	log2
6688	SRR1361883_Colon_Sigmoid	colon	0.517526898126873	Cosine	Pearson	Euclid	log2
6689	SRR1362263_Kidney_Cortex	kidney	0.448502126688645	Cosine	Pearson	Euclid	log2
6690	SRR1362332_Colon_Transverse	colon	0.43332209344548	Cosine	Pearson	Euclid	log2
6691	SRR1362514_Colon_Sigmoid	colon	0.463269443481772	Cosine	Pearson	Euclid	log2
6692	SRR1362579_Colon_Transverse	colon	0.353636549189335	Cosine	Pearson	Euclid	log2
6693	SRR1362664_Colon_Sigmoid	colon	0.418945015036353	Cosine	Pearson	Euclid	log2
6694	SRR1362928_Colon_Sigmoid	colon	0.44305084490407	Cosine	Pearson	Euclid	log2
6695	SRR1364935_Thyroid	thyroid	0.864963193709212	Cosine	Pearson	Euclid	log2
6696	SRR1364975_Colon_Transverse	colon	0.564712615964597	Cosine	Pearson	Euclid	log2
6697	SRR1365013_Prostate	prostate	0.500256808200994	Cosine	Pearson	Euclid	log2
6698	SRR1365313_Liver	liver	0.957526636746795	Cosine	Pearson	Euclid	log2
6699	SRR1365356_Thyroid	thyroid	0.901595415958916	Cosine	Pearson	Euclid	log2
6700	SRR1365377_Colon_Sigmoid	colon	0.520516581580742	Cosine	Pearson	Euclid	log2
6701	SRR1365512_Thyroid	thyroid	0.923313016275489	Cosine	Pearson	Euclid	log2
6702	SRR1365850_Thyroid	thyroid	0.892987700243508	Cosine	Pearson	Euclid	log2
6703	SRR1366772_Thyroid	thyroid	0.909615507409616	Cosine	Pearson	Euclid	log2
6704	SRR1366985_Prostate	prostate	0.561186554493336	Cosine	Pearson	Euclid	log2
6705	SRR1367172_Colon_Transverse	colon	0.450267916055665	Cosine	Pearson	Euclid	log2
6706	SRR1367410_Colon_Transverse	colon	0.492720284629362	Cosine	Pearson	Euclid	log2
6707	SRR1367544_Colon_Transverse	colon	0.455611185537115	Cosine	Pearson	Euclid	log2
6708	SRR1367588_Thyroid	thyroid	0.921233544496528	Cosine	Pearson	Euclid	log2
6709	SRR1367612_Thyroid	thyroid	0.919406277659675	Cosine	Pearson	Euclid	log2
6710	SRR1367785_Colon_Transverse	colon	0.398970829383032	Cosine	Pearson	Euclid	log2
6711	SRR1368094_Colon_Transverse	colon	0.439864343316781	Cosine	Pearson	Euclid	log2
6712	SRR1368486_Thyroid	thyroid	0.922243938166229	Cosine	Pearson	Euclid	log2
6713	SRR1368710_Thyroid	thyroid	0.931014730269411	Cosine	Pearson	Euclid	log2
6714	SRR1368917_Thyroid	thyroid	0.925588289156145	Cosine	Pearson	Euclid	log2
6715	SRR1369008_Colon_Sigmoid	colon	0.439826916774297	Cosine	Pearson	Euclid	log2
6716	SRR1370107_Colon_Transverse	colon	0.433573571529792	Cosine	Pearson	Euclid	log2
6717	SRR1370151_Thyroid	thyroid	0.915576350172819	Cosine	Pearson	Euclid	log2
6718	SRR1370701_Colon_Transverse	colon	0.463619333989429	Cosine	Pearson	Euclid	log2
6719	SRR1373964_Prostate	prostate	0.555236386286957	Cosine	Pearson	Euclid	log2
6720	SRR1374355_Colon_Sigmoid	colon	0.478685454451037	Cosine	Pearson	Euclid	log2
6721	SRR1374716_Thyroid	thyroid	0.694400200404637	Cosine	Pearson	Euclid	log2
6722	SRR1374778_Thyroid	thyroid	0.916116949787928	Cosine	Pearson	Euclid	log2
6723	SRR1375158_Colon_Transverse	colon	0.465481487312742	Cosine	Pearson	Euclid	log2
6724	SRR1375721_Liver	liver	0.952510553863693	Cosine	Pearson	Euclid	log2
6725	SRR1375866_Prostate	prostate	0.601205057456331	Cosine	Pearson	Euclid	log2
6726	SRR1376476_Colon_Transverse	colon	0.425391329160048	Cosine	Pearson	Euclid	log2
6727	SRR1376497_Thyroid	thyroid	0.918554604375542	Cosine	Pearson	Euclid	log2
6728	SRR1376807_Colon_Transverse	colon	0.459827924249937	Cosine	Pearson	Euclid	log2
6729	SRR1376830_Liver	liver	0.959335896081926	Cosine	Pearson	Euclid	log2
6730	SRR1376852_Liver	liver	0.961234032890894	Cosine	Pearson	Euclid	log2
6731	SRR1377557_Thyroid	thyroid	0.922643233338835	Cosine	Pearson	Euclid	log2
6732	SRR1377578_Kidney_Cortex	kidney	0.559570270952425	Cosine	Pearson	Euclid	log2
6733	SRR1377949_Thyroid	thyroid	0.917244717572946	Cosine	Pearson	Euclid	log2
6734	SRR1377967_Thyroid	thyroid	0.891012221289281	Cosine	Pearson	Euclid	log2
6735	SRR1378262_Colon_Transverse	colon	0.374943646338432	Cosine	Pearson	Euclid	log2
6736	SRR1378707_Colon_Sigmoid	colon	0.481570535266079	Cosine	Pearson	Euclid	log2
6737	SRR1378924_Colon_Sigmoid	colon	0.359548267536862	Cosine	Pearson	Euclid	log2
6738	SRR1379157_Colon_Transverse	colon	0.46472516682746	Cosine	Pearson	Euclid	log2
6739	SRR1379279_Thyroid	thyroid	0.926069102816453	Cosine	Pearson	Euclid	log2
6740	SRR1379426_Liver	liver	0.954420738876606	Cosine	Pearson	Euclid	log2
6741	SRR1379471_Thyroid	thyroid	0.927600065999932	Cosine	Pearson	Euclid	log2
6742	SRR1380163_Thyroid	thyroid	0.907427721632928	Cosine	Pearson	Euclid	log2
6743	SRR1380806_Liver	liver	0.956933377422725	Cosine	Pearson	Euclid	log2
6744	SRR1380931_Kidney_Cortex	kidney	0.626904638797992	Cosine	Pearson	Euclid	log2
6745	SRR1381247_Thyroid	thyroid	0.925402572863732	Cosine	Pearson	Euclid	log2
6746	SRR1381396_Prostate	prostate	0.600867285432822	Cosine	Pearson	Euclid	log2
6747	SRR1381414_Thyroid	thyroid	0.920386690355987	Cosine	Pearson	Euclid	log2
6748	SRR1382461_Colon_Transverse	colon	0.387198749757856	Cosine	Pearson	Euclid	log2
6749	SRR1382553_Prostate	prostate	0.551410158278184	Cosine	Pearson	Euclid	log2
6750	SRR1382639_Colon_Sigmoid	colon	0.444923520367916	Cosine	Pearson	Euclid	log2
6751	SRR1383283_Liver	liver	0.958120421662406	Cosine	Pearson	Euclid	log2
6752	SRR1383674_Colon_Transverse	colon	0.519205354250143	Cosine	Pearson	Euclid	log2
6753	SRR1383763_Liver	liver	0.958650049080989	Cosine	Pearson	Euclid	log2
6754	SRR1384049_Liver	liver	0.966571535823889	Cosine	Pearson	Euclid	log2
6755	SRR1385672_Colon_Transverse	colon	0.163111805377755	Cosine	Pearson	Euclid	log2
6756	SRR1386753_Colon_Sigmoid	colon	0.443907263125775	Cosine	Pearson	Euclid	log2
6757	SRR1386910_Prostate	prostate	0.506617577670066	Cosine	Pearson	Euclid	log2
6758	SRR1387113_Colon_Sigmoid	colon	0.454035058494345	Cosine	Pearson	Euclid	log2
6759	SRR1387286_Colon_Sigmoid	colon	0.420296214112341	Cosine	Pearson	Euclid	log2
6760	SRR1387397_Liver	liver	0.961031582493548	Cosine	Pearson	Euclid	log2
6761	SRR1387724_Thyroid	thyroid	0.90965670020576	Cosine	Pearson	Euclid	log2
6762	SRR1388046_Thyroid	thyroid	0.925143352687317	Cosine	Pearson	Euclid	log2
6763	SRR1388214_Liver	liver	0.959480165588642	Cosine	Pearson	Euclid	log2
6764	SRR1388437_Colon_Transverse	colon	0.410244085584581	Cosine	Pearson	Euclid	log2
6765	SRR1388722_Colon_Transverse	colon	0.361316994674413	Cosine	Pearson	Euclid	log2
6766	SRR1388788_Colon_Sigmoid	colon	0.434534191117194	Cosine	Pearson	Euclid	log2
6767	SRR1388913_Thyroid	thyroid	0.902003329651159	Cosine	Pearson	Euclid	log2
6768	SRR1389366_Colon_Transverse	colon	0.571998896060898	Cosine	Pearson	Euclid	log2
6769	SRR1389384_Liver	liver	0.953834317840159	Cosine	Pearson	Euclid	log2
6770	SRR1389868_Thyroid	thyroid	0.924819011104389	Cosine	Pearson	Euclid	log2
6771	SRR1389932_Colon_Transverse	colon	0.380175878771959	Cosine	Pearson	Euclid	log2
6772	SRR1390094_Prostate	prostate	0.547355028851605	Cosine	Pearson	Euclid	log2
6773	SRR1390179_Colon_Transverse	colon	0.527712988693767	Cosine	Pearson	Euclid	log2
6774	SRR1390265_Thyroid	thyroid	0.915971660719474	Cosine	Pearson	Euclid	log2
6775	SRR1390289_Colon_Transverse	colon	0.34900154687443	Cosine	Pearson	Euclid	log2
6776	SRR1390499_Liver	liver	0.955803870597312	Cosine	Pearson	Euclid	log2
6777	SRR1390540_Liver	liver	0.960163594657851	Cosine	Pearson	Euclid	log2
6778	SRR1391678_Thyroid	thyroid	0.9207625190928	Cosine	Pearson	Euclid	log2
6779	SRR1391700_Thyroid	thyroid	0.931420421180856	Cosine	Pearson	Euclid	log2
6780	SRR1392007_Thyroid	thyroid	0.827653786113397	Cosine	Pearson	Euclid	log2
6781	SRR1392030_Thyroid	thyroid	0.90373572270308	Cosine	Pearson	Euclid	log2
6782	SRR1392097_Colon_Transverse	colon	0.478663481674387	Cosine	Pearson	Euclid	log2
6783	SRR1392456_Colon_Sigmoid	colon	0.450048820854345	Cosine	Pearson	Euclid	log2
6784	SRR1393428_Thyroid	thyroid	0.914907689792217	Cosine	Pearson	Euclid	log2
6785	SRR1393470_Thyroid	thyroid	0.917431257582453	Cosine	Pearson	Euclid	log2
6786	SRR1393529_Colon_Transverse	colon	0.546007246071958	Cosine	Pearson	Euclid	log2
6787	SRR1394384_Colon_Sigmoid	colon	0.509609877427085	Cosine	Pearson	Euclid	log2
6788	SRR1394655_Thyroid	thyroid	0.773447655748671	Cosine	Pearson	Euclid	log2
6789	SRR1394872_Thyroid	thyroid	0.908710720655739	Cosine	Pearson	Euclid	log2
6790	SRR1394894_Thyroid	thyroid	0.902114671535082	Cosine	Pearson	Euclid	log2
6791	SRR1395682_Colon_Sigmoid	colon	0.452286996992608	Cosine	Pearson	Euclid	log2
6792	SRR1395788_Colon_Transverse	colon	0.372228121963379	Cosine	Pearson	Euclid	log2
6793	SRR1395999_Liver	liver	0.961474440940887	Cosine	Pearson	Euclid	log2
6794	SRR1396146_Colon_Transverse	colon	0.372921956619782	Cosine	Pearson	Euclid	log2
6795	SRR1396270_Thyroid	thyroid	0.91441738526145	Cosine	Pearson	Euclid	log2
6796	SRR1396570_Thyroid	thyroid	0.926689695094492	Cosine	Pearson	Euclid	log2
6797	SRR1396700_Kidney_Cortex	kidney	0.258462415621724	Cosine	Pearson	Euclid	log2
6798	SRR1396742_Colon_Transverse	colon	0.424461880703302	Cosine	Pearson	Euclid	log2
6799	SRR1397292_Colon_Transverse	colon	0.337577301950305	Cosine	Pearson	Euclid	log2
6800	SRR1397649_Thyroid	thyroid	0.921620286495169	Cosine	Pearson	Euclid	log2
6801	SRR1397781_Colon_Sigmoid	colon	0.397018376914819	Cosine	Pearson	Euclid	log2
6802	SRR1397861_Thyroid	thyroid	0.921550194828419	Cosine	Pearson	Euclid	log2
6803	SRR1397885_Thyroid	thyroid	0.895987711054908	Cosine	Pearson	Euclid	log2
6804	SRR1398251_Prostate	prostate	0.59063951369106	Cosine	Pearson	Euclid	log2
6805	SRR1398272_Colon_Sigmoid	colon	0.425223165509078	Cosine	Pearson	Euclid	log2
6806	SRR1398686_Thyroid	thyroid	0.920949402908587	Cosine	Pearson	Euclid	log2
6807	SRR1398815_Prostate	prostate	0.602409085138023	Cosine	Pearson	Euclid	log2
6808	SRR1398971_Thyroid	thyroid	0.867756826249988	Cosine	Pearson	Euclid	log2
6809	SRR1399113_Prostate	prostate	0.11977630482428	Cosine	Pearson	Euclid	log2
6810	SRR1399291_Colon_Sigmoid	colon	0.446938923073549	Cosine	Pearson	Euclid	log2
6811	SRR1399457_Thyroid	thyroid	0.926791528380532	Cosine	Pearson	Euclid	log2
6812	SRR1400008_Colon_Sigmoid	colon	0.563062784403969	Cosine	Pearson	Euclid	log2
6813	SRR1400100_Prostate	prostate	0.552734009379011	Cosine	Pearson	Euclid	log2
6814	SRR1400489_Colon_Sigmoid	colon	0.408952105743019	Cosine	Pearson	Euclid	log2
6815	SRR1401774_Colon_Sigmoid	colon	0.375184854172571	Cosine	Pearson	Euclid	log2
6816	SRR1402027_Colon_Transverse	colon	0.550890188366984	Cosine	Pearson	Euclid	log2
6817	SRR1402261_Prostate	prostate	0.579374912926606	Cosine	Pearson	Euclid	log2
6818	SRR1402590_Liver	liver	0.964929433219651	Cosine	Pearson	Euclid	log2
6819	SRR1402922_Thyroid	thyroid	0.927031279867968	Cosine	Pearson	Euclid	log2
6820	SRR1403434_Liver	liver	0.951500505579558	Cosine	Pearson	Euclid	log2
6821	SRR1403544_Liver	liver	0.95529547106889	Cosine	Pearson	Euclid	log2
6822	SRR1403853_Colon_Transverse	colon	0.435359707215832	Cosine	Pearson	Euclid	log2
6823	SRR1404044_Thyroid	thyroid	0.924551007622823	Cosine	Pearson	Euclid	log2
6824	SRR1404186_Colon_Sigmoid	colon	0.466398196961819	Cosine	Pearson	Euclid	log2
6825	SRR1404227_Liver	liver	0.95463813208693	Cosine	Pearson	Euclid	log2
6826	SRR1404362_Colon_Transverse	colon	0.395345772317992	Cosine	Pearson	Euclid	log2
6827	SRR1404384_Thyroid	thyroid	0.91908305857672	Cosine	Pearson	Euclid	log2
6828	SRR1404461_Colon_Transverse	colon	0.376030686645643	Cosine	Pearson	Euclid	log2
6829	SRR1404931_Thyroid	thyroid	0.901188976760071	Cosine	Pearson	Euclid	log2
6830	SRR1404951_Colon_Sigmoid	colon	0.499013999714587	Cosine	Pearson	Euclid	log2
6831	SRR1404988_Thyroid	thyroid	0.852384163843463	Cosine	Pearson	Euclid	log2
6832	SRR1405054_Liver	liver	0.956973951457497	Cosine	Pearson	Euclid	log2
6833	SRR1405311_Colon_Transverse	colon	0.446653025320698	Cosine	Pearson	Euclid	log2
6834	SRR1405461_Colon_Sigmoid	colon	0.436956364465934	Cosine	Pearson	Euclid	log2
6835	SRR1405921_Colon_Sigmoid	colon	0.421789458892375	Cosine	Pearson	Euclid	log2
6836	SRR1406307_Thyroid	thyroid	0.91258041749013	Cosine	Pearson	Euclid	log2
6837	SRR1406394_Colon_Sigmoid	colon	0.438054795467748	Cosine	Pearson	Euclid	log2
6838	SRR1406478_Colon_Sigmoid	colon	0.387939471903783	Cosine	Pearson	Euclid	log2
6839	SRR1406502_Thyroid	thyroid	0.924993889654691	Cosine	Pearson	Euclid	log2
6840	SRR1406709_Colon_Sigmoid	colon	0.402479298343066	Cosine	Pearson	Euclid	log2
6841	SRR1407000_Colon_Transverse	colon	0.485273563598596	Cosine	Pearson	Euclid	log2
6842	SRR1407018_Colon_Transverse	colon	0.395754627364802	Cosine	Pearson	Euclid	log2
6843	SRR1407179_Liver	liver	0.964853696968979	Cosine	Pearson	Euclid	log2
6844	SRR1407273_Thyroid	thyroid	0.919480324489411	Cosine	Pearson	Euclid	log2
6845	SRR1407693_Colon_Transverse	colon	0.443730016811999	Cosine	Pearson	Euclid	log2
6846	SRR1408512_Liver	liver	0.963123741765247	Cosine	Pearson	Euclid	log2
6847	SRR1408633_Thyroid	thyroid	0.892966844744731	Cosine	Pearson	Euclid	log2
6848	SRR1408703_Prostate	prostate	0.574014681327769	Cosine	Pearson	Euclid	log2
6849	SRR1409046_Colon_Transverse	colon	0.534894699788123	Cosine	Pearson	Euclid	log2
6850	SRR1409326_Colon_Sigmoid	colon	0.459273356055271	Cosine	Pearson	Euclid	log2
6851	SRR1409721_Thyroid	thyroid	0.901683791294868	Cosine	Pearson	Euclid	log2
6852	SRR1409790_Liver	liver	0.961044327691292	Cosine	Pearson	Euclid	log2
6853	SRR1409875_Thyroid	thyroid	0.886183834908139	Cosine	Pearson	Euclid	log2
6854	SRR1410404_Colon_Transverse	colon	0.351767885386911	Cosine	Pearson	Euclid	log2
6855	SRR1410469_Thyroid	thyroid	0.914760969989158	Cosine	Pearson	Euclid	log2
6856	SRR1410550_Colon_Sigmoid	colon	0.43368852283696	Cosine	Pearson	Euclid	log2
6857	SRR1410634_Colon_Sigmoid	colon	0.489807310942826	Cosine	Pearson	Euclid	log2
6858	SRR1410699_Colon_Sigmoid	colon	0.388726329648431	Cosine	Pearson	Euclid	log2
6859	SRR1410720_Colon_Sigmoid	colon	0.478963673897525	Cosine	Pearson	Euclid	log2
6860	SRR1411002_Thyroid	thyroid	0.914731955505729	Cosine	Pearson	Euclid	log2
6861	SRR1412969_Liver	liver	0.95468675142623	Cosine	Pearson	Euclid	log2
6862	SRR1413008_Liver	liver	0.964327499109714	Cosine	Pearson	Euclid	log2
